iter	RMSE
654	0.8271100008
655	0.8271034519
656	0.8271015055
657	0.8270969709
658	0.8270925322
659	0.8270887344
660	0.8270745791
661	0.8270620057
662	0.8270579442
663	0.827054575
664	0.8270512497
665	0.8270451865
666	0.8270411732
667	0.8270330414
668	0.8270316413
669	0.8270155276
670	0.8270095223
671	0.827006506
672	0.8270035169
673	0.8270002089
674	0.8269959183
675	0.8269939459
676	0.8269914211
677	0.826990457
678	0.826986852
679	0.8269844847
680	0.8269822314
681	0.8269658742
682	0.8269610286
683	0.8269598701
684	0.8269544538
685	0.8269526454
686	0.8269507681
687	0.8269480338
688	0.8269463315
689	0.8269399209
690	0.8269377215
691	0.826936442
692	0.8269350007
693	0.8269324277
694	0.8269305611
695	0.8269280327
696	0.8269130097
697	0.8269110891
698	0.8269093951
699	0.8269077151
700	0.8269031444
701	0.8269000554
702	0.8268974721
703	0.8268946107
704	0.8268937549
705	0.8268923775
706	0.826891045
707	0.8268902539
708	0.8268894827
709	0.826880793
710	0.8268795238
711	0.8268784955
712	0.8268747485
713	0.8268663632
714	0.8268626964
715	0.8268619241
716	0.8268588528
717	0.8268576689
718	0.8268561847
719	0.8268534607
720	0.8268403177
721	0.8268347529
722	0.8268324698
723	0.8268240695
724	0.826819141
725	0.8268170127
726	0.8268160303
727	0.8268143188
728	0.8268106684
729	0.8268071115
730	0.8268061311
731	0.8268035074
732	0.8267961362
733	0.826791317
734	0.8267899323
735	0.826788164
736	0.8267870535
737	0.826782967
738	0.8267824459
739	0.826781522
740	0.826770512
741	0.8267682232
742	0.8267587566
743	0.8267579504
744	0.826755331
745	0.8267536287
746	0.8267482114
747	0.8267460253
748	0.8267375858
749	0.8267370207
750	0.8267335023
751	0.8267325497
752	0.8267316531
753	0.8267298085
754	0.8267278207
755	0.8267250547
756	0.8267219927
757	0.8267130618
758	0.8267119791
759	0.8267105089
760	0.8267057126
761	0.8267038319
762	0.8267012368
763	0.826700291
764	0.8266978754
765	0.8266964727
766	0.8266939741
767	0.8266921232
768	0.8266908488
769	0.8266890957
770	0.8266873189
771	0.8266855942
772	0.826684145
773	0.8266828632
774	0.8266821173
775	0.8266800902
776	0.8266793369
777	0.8266772176
778	0.8266762147
779	0.8266750116
780	0.8266736477
781	0.8266707417
782	0.8266682824
783	0.8266665022
784	0.8266614515
785	0.8266569129
786	0.8266559918
787	0.8266551441
788	0.82665223
789	0.8266494553
790	0.826647593
791	0.8266470058
792	0.826644743
793	0.8266437307
794	0.826642564
795	0.8266417252
796	0.8266356236
797	0.8266343271
798	0.8266311038
799	0.8266294802
800	0.8266279423
801	0.8266276256
802	0.8266250233
803	0.8266239718
804	0.8266221853
805	0.8266215735
806	0.8266207164
807	0.8266194808
808	0.8266185614
809	0.8266180813
810	0.826616164
811	0.8266098853
812	0.8266090312
813	0.8266085897
814	0.8266072799
815	0.8266042057
816	0.8266022537
817	0.8266005258
818	0.8265994135
819	0.826597582
820	0.8265966575
821	0.826594962
822	0.8265938565
823	0.8265929434
824	0.8265898133
825	0.8265888141
826	0.8265865485
827	0.8265859331
828	0.8265841201
829	0.8265831454
830	0.826577968
831	0.8265759964
832	0.826575162
833	0.8265742985
834	0.8265693782
835	0.8265686376
836	0.8265675633
837	0.8265667078
838	0.8265653561
839	0.8265643908
840	0.8265638429
841	0.8265601849
842	0.8265588758
843	0.8265544604
844	0.8265530515
845	0.8265516433
846	0.8265503869
847	0.8265487911
848	0.8265475409
849	0.8265471073
850	0.8265463127
851	0.8265451518
852	0.8265445894
853	0.8265430894
854	0.8265423427
855	0.8265416664
856	0.8265383282
857	0.8265379021
858	0.8265375264
859	0.826533592
860	0.8265325081
861	0.8265312419
862	0.8265301749
863	0.826529148
864	0.8265284755
865	0.8265274209
866	0.8265256596
867	0.8265242401
868	0.8265213078
869	0.8265206366
870	0.8265196813
871	0.8265194525
872	0.8265186511
873	0.8265158582
874	0.8265150901
875	0.8265139906
876	0.8265128672
877	0.8265124596
878	0.8265098868
879	0.826508533
880	0.8265074433
881	0.8265065656
882	0.8265051773
883	0.8265049346
884	0.8265017784
885	0.8265008713
886	0.8264979707
887	0.8264974837
888	0.8264970827
889	0.8264963801
890	0.8264954854
891	0.8264949685
892	0.8264943447
893	0.8264938911
894	0.8264931544
895	0.8264923006
896	0.826492011
897	0.8264913758
898	0.8264908276
899	0.8264904209
900	0.8264893587
901	0.8264890861
902	0.826488661
903	0.8264865409
904	0.8264860503
905	0.8264856136
906	0.8264844759
907	0.8264840921
908	0.8264835628
909	0.8264832565
910	0.8264822575
911	0.8264819649
912	0.826480627
913	0.8264798322
914	0.8264788871
915	0.8264781539
916	0.8264773692
917	0.8264768949
918	0.8264762968
919	0.8264759333
920	0.8264751974
921	0.8264746224
922	0.82647417
923	0.8264737628
924	0.826473198
925	0.8264729102
926	0.8264723351
927	0.8264718999
928	0.8264714403
929	0.8264704952
930	0.8264701816
931	0.8264682782
932	0.826467954
933	0.8264671604
934	0.8264665904
935	0.8264641268
936	0.8264637674
937	0.826463336
938	0.8264610121
939	0.8264608188
940	0.8264602773
941	0.8264597614
942	0.826459276
943	0.8264586821
944	0.8264579389
945	0.8264572955
946	0.8264566711
947	0.8264561788
948	0.8264553747
949	0.826454903
950	0.8264544266
951	0.8264540932
952	0.8264536791
953	0.826453167
954	0.8264516393
955	0.8264509912
956	0.8264507844
957	0.8264501883
958	0.8264496329
959	0.8264491716
960	0.826448577
961	0.8264480779
962	0.8264478948
963	0.8264458687
964	0.8264454234
965	0.8264440611
966	0.8264434488
967	0.8264432945
968	0.8264427498
969	0.8264414519
970	0.826439733
971	0.8264392569
972	0.8264387658
973	0.8264376204
974	0.8264373823
975	0.8264372102
976	0.8264367914
977	0.8264351855
978	0.826434867
979	0.8264344677
980	0.826434308
981	0.8264338822
982	0.8264335007
983	0.8264330911
984	0.8264327844
985	0.8264326302
986	0.8264316071
987	0.826431421
988	0.8264309024
989	0.8264304429
990	0.8264302698
991	0.82642992
992	0.8264290973
993	0.8264283277
994	0.8264278669
995	0.8264265077
996	0.8264262683
997	0.8264255378
998	0.8264242777
999	0.8264239247
